Id,Label,Layer,People,Degree,WeightedDegree,x_opt,y_opt,marker_size_opt
L2::法律（非法学）,法律（非法学）,二级学科,305,4,305,1209.4521507098286,385.6831041158315,35.0
L2::电子信息（集成电路学院）,电子信息（集成电路学院）,二级学科,289,3,289,915.8857883493025,334.070279256899,35.0
L2::材料与化工（材料学院）,材料与化工（材料学院）,二级学科,288,6,288,1237.787376520068,642.0823259605171,35.0
L2::外科学,外科学,二级学科,287,2,287,1106.7272752354231,345.4749923175977,35.0
L2::土木工程,土木工程,二级学科,285,7,285,1194.8184211814034,663.749600318959,34.93082223300168
L2::金融,金融,二级学科,279,4,279,915.2375994705982,688.206861367918,34.64054081205033
L2::能源动力（能源学院）,能源动力（能源学院）,二级学科,271,7,271,988.0488567339054,335.54884685287675,34.24859906287824
L2::材料与化工（化工学院）,材料与化工（化工学院）,二级学科,262,7,262,1077.7966990217728,746.1132162043853,33.80068388112098
L2::农艺与种业,农艺与种业,二级学科,261,3,261,765.0212339960055,482.7378935235858,33.750443751423745
L2::工商管理,工商管理,二级学科,257,2,257,1276.4167127959784,432.0381440469561,33.54851426232757
L2::电子信息（信电学院）,电子信息（信电学院）,二级学科,257,5,257,913.3704196811982,734.5299713164264,33.54851426232757
L2::公共卫生,公共卫生,二级学科,242,2,242,775.7899681071966,327.3403042241178,32.77691561988446
L2::口腔医学,口腔医学,二级学科,219,1,219,1189.8868430611585,809.4969891265752,31.54575695400079
L2::电子信息（光电学院）,电子信息（光电学院）,二级学科,193,6,193,1037.3959024408628,766.4137312429388,30.07329983239071
L2::大数据技术与工程,大数据技术与工程,二级学科,191,2,191,1134.557886301418,461.930398410553,29.95603514396566
L2::机械（航空航天学院）,机械（航空航天学院）,二级学科,180,4,180,876.9637737435304,434.40567677612916,29.29980697710595
L2::建筑,建筑,二级学科,177,2,177,951.7061560723179,358.0179037377456,29.117378606923936
L2::资源利用与植物保护,资源利用与植物保护,二级学科,165,4,165,916.0391250935207,380.2197651430018,28.371726143736993
L2::食品工程,食品工程,二级学科,164,5,164,1214.7102851556876,563.9961282254757,28.30838236747776
L2::工业设计工程,工业设计工程,二级学科,161,7,161,961.2689081661472,472.14160878105633,28.117183375698403
L2::畜牧,畜牧,二级学科,160,5,160,1263.862274562888,606.127823637055,28.05305512275924
L2::资源与环境（环资学院）,资源与环境（环资学院）,二级学科,160,2,160,771.2137973347352,426.18390023352316,28.05305512275924
L2::化学工程,化学工程,二级学科,157,7,157,1176.8444699289446,575.6116358358644,27.85945845240475
L2::应用心理,应用心理,二级学科,153,3,153,775.3680014616152,738.2052421179136,27.598428958583195
L2::电子信息（生仪学院）,电子信息（生仪学院）,二级学科,141,6,141,740.2332855393496,640.3282607419908,26.794163391743037
L2::会计,会计,二级学科,140,1,140,831.9459213783496,683.4234162269004,26.725622630211024
L2::动力工程,动力工程,二级学科,118,15,118,1121.9125027330272,409.6544866207738,25.150515721173562
L2::新一代电子信息技术（含量子技术等）,新一代电子信息技术（含量子技术等）,二级学科,117,16,117,871.0787496320283,679.4545837707143,25.075566271258523
L2::戏剧与影视,戏剧与影视,二级学科,113,3,113,655.6614908957034,586.0386454321492,24.772516547493037
L2::教育管理,教育管理,二级学科,113,1,113,701.5516734642379,693.2459455824768,24.772516547493037
L2::土木水利（建工学院）,土木水利（建工学院）,二级学科,111,4,111,1047.7386132732659,465.9762287910206,24.618980020650497
L2::控制工程,控制工程,二级学科,105,17,105,836.7099513010835,587.0279193060168,24.149877601335746
L2::材料工程,材料工程,二级学科,105,13,105,1025.032823410394,607.9070944019743,24.149877601335746
L2::兽医,兽医,二级学科,101,4,101,1224.6182718128105,601.2592886348469,23.8296577510823
L2::电子信息（海洋学院）,电子信息（海洋学院）,二级学科,97,5,97,820.0978119209765,521.3630965439328,23.503031600153225
L2::电子信息（航空航天学院）,电子信息（航空航天学院）,二级学科,95,3,95,933.671268250998,495.1685793747862,23.337192600316286
L2::护理,护理,二级学科,93,1,93,1159.5269830673938,299.78837770024234,23.169598543789284
L2::机械工程,机械工程,二级学科,91,18,91,997.6856603538105,761.8339522017823,23.000192501628277
L2::生物与医药（化工学院）,生物与医药（化工学院）,二级学科,90,6,90,895.0174918015645,655.9318189973006,22.914791342069428
L2::土木水利（海洋学院）,土木水利（海洋学院）,二级学科,89,4,89,794.0350262392037,456.11334948883155,22.828914398989376
L2::网络与信息安全,网络与信息安全,二级学科,89,3,89,1085.032186030731,640.7999984720137,22.828914398989376
L2::新闻与传播,新闻与传播,二级学科,88,1,88,1086.0711622807048,862.8217075264637,22.742553630660083
L2::儿科学,儿科学,二级学科,87,1,87,984.7217791905312,377.66655668992934,22.655700766231632
L2::机械（海洋学院）,机械（海洋学院）,二级学科,84,4,84,843.6973187159822,397.50396984395263,22.392103253455147
L2::交通运输,交通运输,二级学科,82,6,82,997.0978722734734,526.6100146955557,22.21374827756611
L2::骨科学,骨科学,二级学科,81,2,81,1062.5330816590981,685.3236172538892,22.123755089154933
L2::博物馆,博物馆,二级学科,76,4,76,1091.0295619948927,670.6868613274432,21.66521569082555
L2::妇产科学,妇产科学,二级学科,74,2,74,1184.812050966688,512.7008880376851,21.477588655831184
L2::法律（法学）,法律（法学）,二级学科,70,2,70,1171.5443233585918,370.0287874695038,21.09456813435576
L2::城乡规划,城乡规划,二级学科,69,2,69,842.1454655127726,428.10238442028873,20.997114776560444
L2::肿瘤学,肿瘤学,二级学科,66,2,66,980.98852326826,578.3106215469771,20.70043866269836
L2::学科教学（语文）,学科教学（语文）,二级学科,64,1,64,702.677903241988,648.0529859090037,20.498893412582163
L2::科学与技术教育,科学与技术教育,二级学科,64,1,64,875.7234789589277,244.9706160370924,20.498893412582163
L2::神经病学,神经病学,二级学科,60,2,60,887.2830570416385,556.2225928008179,20.086124426514004
L2::制药工程,制药工程,二级学科,58,3,58,867.1017204372835,642.2518123335115,19.874577857191845
L2::电子信息（国际联合学院）,电子信息（国际联合学院）,二级学科,56,3,56,1098.0469948869936,449.7299075609176,19.659351389268792
L2::农机装备工程,农机装备工程,二级学科,52,1,52,1170.0227028759757,610.4380688194038,19.217044180839014
L2::光电信息工程,光电信息工程,二级学科,49,7,49,1056.828394718616,655.960617270596,18.874031736009393
L2::国际商务,国际商务,二级学科,47,2,47,607.8734609561124,693.8926787675399,18.639490428011463
L2::风景园林,风景园林,二级学科,47,1,47,775.7810763526038,287.0059077101775,18.639490428011463
L2::集成电路工程,集成电路工程,二级学科,46,4,46,950.1480031160316,392.90518053257875,18.52034806745069
L2::农村发展,农村发展,二级学科,44,2,44,1086.8502426029927,803.2122169536937,18.278113034839375
L2::资源与环境（地科学院）,资源与环境（地科学院）,二级学科,44,1,44,1230.7437734805037,826.2818614087574,18.278113034839375
L2::麻醉学,麻醉学,二级学科,44,2,44,1041.962647494934,362.159829263579,18.278113034839375
L2::税务,税务,二级学科,42,1,42,691.6861048438228,353.72442632689734,18.03030719664838
L2::社会工作,社会工作,二级学科,40,2,40,632.573109331927,510.0752678634772,17.77652756137962
L2::材料与化工（化学系）,材料与化工（化学系）,二级学科,39,3,39,924.0572069188494,835.4316743684723,17.647257917871215
L2::材料与化工（高分子系）,材料与化工（高分子系）,二级学科,39,2,39,586.6733995499827,469.3921146089167,17.647257917871215
L2::眼科学,眼科学,二级学科,39,1,39,915.7884964470609,437.0557573394343,17.647257917871215
L2::数字经济,数字经济,二级学科,37,1,37,701.7433640772707,322.7373027364301,17.38364772317439
L2::美术与书法,美术与书法,二级学科,35,3,35,1039.044130238877,499.8915451680261,17.11281131510551
L2::市政工程（含给排水等）,市政工程（含给排水等）,二级学科,32,3,32,1160.0701467731126,673.2183163259197,16.691605679957988
L2::能源动力（能源学院),能源动力（能源学院),二级学科,32,1,32,1045.289751834261,288.8210491038408,16.691605679957988
L2::儿外科学,儿外科学,二级学科,31,1,31,1186.756689207542,543.3912035629168,16.54684693735011
L2::工程管理,工程管理,二级学科,31,1,31,986.9799229864398,944.6025827513217,16.54684693735011
L2::精神病与精神卫生学,精神病与精神卫生学,二级学科,30,1,30,850.604860123041,513.5776423369582,16.3997339308457
L2::重症医学,重症医学,二级学科,29,1,29,971.9482504458218,605.4314873243945,16.25014791714125
L2::农业工程与信息技术,农业工程与信息技术,二级学科,28,2,28,928.5071426416436,465.50320557614583,16.09795982218203
L2::放射影像学,放射影像学,二级学科,25,2,25,967.6171154202062,438.541931782697,15.624308382863852
L2::资源与环境（海洋学院）,资源与环境（海洋学院）,二级学科,25,2,25,532.5199743719313,554.4679817633926,15.624308382863852
L2::电子信息（软件学院）,电子信息（软件学院）,二级学科,22,8,22,1105.1807164254997,477.0934180273366,15.121276815330042
L2::临床病理,临床病理,二级学科,19,1,19,1086.381837363911,526.7520943417488,14.582607845412776
L2::水利工程,水利工程,二级学科,19,4,19,995.9473289940714,605.9747489871357,14.582607845412776
L2::皮肤病与性病学,皮肤病与性病学,二级学科,19,2,19,1166.0203526332275,468.53780132009217,14.582607845412776
L2::能源动力（国际联合学院）,能源动力（国际联合学院）,二级学科,19,1,19,940.9591293148138,549.9590438726027,14.582607845412776
L2::机械（软件学院）,机械（软件学院）,二级学科,18,2,18,1095.3461198403945,569.3672390807585,14.39370425996849
L2::现代教育技术,现代教育技术,二级学科,18,1,18,677.5258942708821,667.5595205220503,14.39370425996849
L2::国际中文教育,国际中文教育,二级学科,17,1,17,735.0302217117506,192.52105711544044,14.199476319527733
L2::生物与医药（化学系）,生物与医药（化学系）,二级学科,17,3,17,880.9244392816734,792.1297539163388,14.199476319527733
L2::环境工程,环境工程,二级学科,16,2,16,948.0470250234927,729.475081576053,13.999446706291081
L2::急诊医学,急诊医学,二级学科,15,1,15,1077.9863955079702,612.8341889293027,13.793062213257002
L2::超声医学,超声医学,二级学科,15,1,15,863.74766287571,593.544042578143,13.793062213257002
L2::临床检验诊断学,临床检验诊断学,二级学科,13,1,13,959.6000862252403,505.41294494400415,13.358522090419507
L2::全科医学,全科医学,二级学科,13,1,13,999.7260097880923,556.8810295897692,13.358522090419507
L2::耳鼻咽喉科学,耳鼻咽喉科学,二级学科,13,1,13,1049.969192947843,561.3032845879252,13.358522090419507
L2::机械（国际联合学院）,机械（国际联合学院）,二级学科,12,1,12,1144.3569013838057,620.7193165961978,13.128685958191173
L2::生物与医药（海洋学院）,生物与医药（海洋学院）,二级学科,12,2,12,1164.5077504829305,992.5437117760896,13.128685958191173
L2::土木水利（国际联合学院）,土木水利（国际联合学院）,二级学科,10,1,10,1086.6210237164,699.2960498530867,12.63826378068981
L2::机械（集成电路学院）,机械（集成电路学院）,二级学科,10,1,10,955.1862258380188,533.24261108326,12.63826378068981
L2::生物医学工程,生物医学工程,二级学科,10,4,10,1028.2720541614954,651.5319380848947,12.63826378068981
L2::清洁能源技术,清洁能源技术,二级学科,9,1,9,954.9539850159407,586.347357763073,12.374585029718311
L2::土木水利（工程师学院）,土木水利（工程师学院）,二级学科,8,1,8,957.4653539223776,563.8093633883445,12.095802839978994
L2::海洋工程,海洋工程,二级学科,7,2,7,878.9283076636596,578.7864839494824,11.798979911091015
L2::老年医学,老年医学,二级学科,7,1,7,987.0798107177753,453.6841633644128,11.798979911091015
L2::医学遗传学,医学遗传学,二级学科,6,1,6,1060.4827829167286,629.3013841433628,11.480082010206477
L2::康复医学与理疗学,康复医学与理疗学,二级学科,6,1,6,926.4429668957437,530.6173573297302,11.480082010206477
L2::运动医学,运动医学,二级学科,6,1,6,1052.5641783840633,608.691321044371,11.480082010206477
L2::放射肿瘤学,放射肿瘤学,二级学科,5,1,5,1072.2154403800112,563.8731284646997,11.133301162850993
L2::仪器仪表工程,仪器仪表工程,二级学科,3,2,3,849.0242027485932,660.3747878745751,10.314342979095587
L2::核医学,核医学,二级学科,3,1,3,1083.8234034756938,548.2797739700603,10.314342979095587
L2::航天工程,航天工程,二级学科,3,2,3,1039.4247317991576,540.9113031846824,10.314342979095587
L2::储能技术,储能技术,二级学科,2,1,2,972.8415734433796,522.599545157106,9.797901419989497
L2::地质工程,地质工程,二级学科,2,1,2,1118.3828855685952,671.8079490261553,9.797901419989497
L2::机械（工程师学院）,机械（工程师学院）,二级学科,2,1,2,992.5564873927162,708.5394668105487,9.797901419989497
L2::临床医学,临床医学,二级学科,1,1,1,941.5007977852084,519.5061874135005,9.12486167657277
L2::电子信息（工程师学院）,电子信息（工程师学院）,二级学科,1,1,1,987.4070207745576,648.7328550163706,9.12486167657277
L2::航空工程,航空工程,二级学科,1,1,1,960.3091684232667,627.1550931637727,9.12486167657277
