Source,Target,Type,Relation,Weight,Year,Project,Level1,Level2
P::产品服务操作系统关键技术与平台,L2::软件工程,Undirected,培养项目-二级学科,72,overall,产品服务操作系统关键技术与平台,,软件工程
P::人工智能,L2::人工智能,Undirected,培养项目-二级学科,8,overall,人工智能,,人工智能
P::人工智能,L2::动力工程,Undirected,培养项目-二级学科,1,overall,人工智能,,动力工程
P::人工智能,L2::控制工程,Undirected,培养项目-二级学科,8,overall,人工智能,,控制工程
P::人工智能,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,6,overall,人工智能,,新一代电子信息技术（含量子技术等）
P::人工智能,L2::机械工程,Undirected,培养项目-二级学科,1,overall,人工智能,,机械工程
P::人工智能,L2::电气工程,Undirected,培养项目-二级学科,6,overall,人工智能,,电气工程
P::人工智能,L2::计算机技术,Undirected,培养项目-二级学科,5,overall,人工智能,,计算机技术
P::人工智能数字健康,L2::人工智能,Undirected,培养项目-二级学科,56,overall,人工智能数字健康,,人工智能
P::人工智能数字健康,L2::电子信息（国际联合学院）,Undirected,培养项目-二级学科,4,overall,人工智能数字健康,,电子信息（国际联合学院）
P::人工智能药学,L2::制药工程,Undirected,培养项目-二级学科,13,overall,人工智能药学,,制药工程
P::人工智能药学,L2::药学,Undirected,培养项目-二级学科,56,overall,人工智能药学,,药学
P::人工智能药学,L2::计算机技术,Undirected,培养项目-二级学科,3,overall,人工智能药学,,计算机技术
P::低温制冷,L2::能源动力（能源学院）,Undirected,培养项目-二级学科,22,overall,低温制冷,,能源动力（能源学院）
P::信息功能材料,L2::材料与化工（材料学院）,Undirected,培养项目-二级学科,39,overall,信息功能材料,,材料与化工（材料学院）
P::储能科学与工程,L2::动力工程,Undirected,培养项目-二级学科,6,overall,储能科学与工程,,动力工程
P::储能科学与工程,L2::化学工程,Undirected,培养项目-二级学科,3,overall,储能科学与工程,,化学工程
P::储能科学与工程,L2::控制工程,Undirected,培养项目-二级学科,1,overall,储能科学与工程,,控制工程
P::储能科学与工程,L2::材料工程,Undirected,培养项目-二级学科,3,overall,储能科学与工程,,材料工程
P::储能科学与工程,L2::电子信息（工程师学院）,Undirected,培养项目-二级学科,1,overall,储能科学与工程,,电子信息（工程师学院）
P::储能科学与工程,L2::电气工程,Undirected,培养项目-二级学科,6,overall,储能科学与工程,,电气工程
P::先进制造,L2::机械（机械学院）,Undirected,培养项目-二级学科,190,overall,先进制造,,机械（机械学院）
P::先进医药工程,L2::材料与化工（化工学院）,Undirected,培养项目-二级学科,5,overall,先进医药工程,,材料与化工（化工学院）
P::先进医药工程,L2::生物与医药（化工学院）,Undirected,培养项目-二级学科,15,overall,先进医药工程,,生物与医药（化工学院）
P::先进材料与高端制造,L2::动力工程,Undirected,培养项目-二级学科,1,overall,先进材料与高端制造,,动力工程
P::先进材料与高端制造,L2::控制工程,Undirected,培养项目-二级学科,4,overall,先进材料与高端制造,,控制工程
P::先进材料与高端制造,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,3,overall,先进材料与高端制造,,新一代电子信息技术（含量子技术等）
P::先进材料与高端制造,L2::机械工程,Undirected,培养项目-二级学科,3,overall,先进材料与高端制造,,机械工程
P::先进材料与高端制造,L2::材料工程,Undirected,培养项目-二级学科,22,overall,先进材料与高端制造,,材料工程
P::先进材料与高端制造,L2::电气工程,Undirected,培养项目-二级学科,4,overall,先进材料与高端制造,,电气工程
P::先进材料与高端制造,L2::计算机技术,Undirected,培养项目-二级学科,4,overall,先进材料与高端制造,,计算机技术
P::先进结构材料,L2::材料与化工（材料学院）,Undirected,培养项目-二级学科,43,overall,先进结构材料,,材料与化工（材料学院）
P::先进试验与测试,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,2,overall,先进试验与测试,,新一代电子信息技术（含量子技术等）
P::先进试验与测试,L2::机械工程,Undirected,培养项目-二级学科,4,overall,先进试验与测试,,机械工程
P::先进试验与测试,L2::电气工程,Undirected,培养项目-二级学科,1,overall,先进试验与测试,,电气工程
P::先进试验与测试,L2::航天工程,Undirected,培养项目-二级学科,1,overall,先进试验与测试,,航天工程
P::先进试验与测试,L2::航空工程,Undirected,培养项目-二级学科,1,overall,先进试验与测试,,航空工程
P::先进飞行器及空天动力,L2::机械（航空航天学院）,Undirected,培养项目-二级学科,37,overall,先进飞行器及空天动力,,机械（航空航天学院）
P::先进飞行器及空天动力,L2::电子信息（航空航天学院）,Undirected,培养项目-二级学科,12,overall,先进飞行器及空天动力,,电子信息（航空航天学院）
P::光学感知与成像,L2::电子信息（光电学院）,Undirected,培养项目-二级学科,32,overall,光学感知与成像,,电子信息（光电学院）
P::光电与纳米新材料及其高性能器件,L2::材料与化工（材料学院）,Undirected,培养项目-二级学科,68,overall,光电与纳米新材料及其高性能器件,,材料与化工（材料学院）
P::光电探测与遥感,L2::电子信息（光电学院）,Undirected,培养项目-二级学科,10,overall,光电探测与遥感,,电子信息（光电学院）
P::全球制造与供应链管理,L2::工商管理,Undirected,培养项目-二级学科,116,overall,全球制造与供应链管理,,工商管理
P::全球数字贸易,L2::国际商务,Undirected,培养项目-二级学科,34,overall,全球数字贸易,,国际商务
P::公共卫生+X,L2::公共卫生,Undirected,培养项目-二级学科,60,overall,公共卫生+X,,公共卫生
P::公共卫生专硕,L2::公共卫生,Undirected,培养项目-二级学科,182,overall,公共卫生专硕,,公共卫生
P::关键软件,L2::交通运输,Undirected,培养项目-二级学科,1,overall,关键软件,,交通运输
P::关键软件,L2::光电信息工程,Undirected,培养项目-二级学科,2,overall,关键软件,,光电信息工程
P::关键软件,L2::控制工程,Undirected,培养项目-二级学科,10,overall,关键软件,,控制工程
P::关键软件,L2::新一代电子信息技术（含量子技术等）,Undirected,培养项目-二级学科,3,overall,关键软件,,新一代电子信息技术（含量子技术等）
P::关键软件,L2::机械工程,Undirected,培养项目-二级学科,2,overall,关键软件,,机械工程
P::关键软件,L2::航天工程,Undirected,培养项目-二级学科,2,overall,关键软件,,航天工程
