Source,Target,Type,Relation,Weight,Year,Project,Level1,Level2
P::社会工作与社会政策,L1::社会工作,Undirected,培养项目-一级学科,8,overall,社会工作与社会政策,社会工作,
P::科学试验用仪器设备,L1::机械,Undirected,培养项目-一级学科,1,overall,科学试验用仪器设备,机械,
P::科技教育,L1::教育,Undirected,培养项目-一级学科,64,overall,科技教育,教育,
P::移动智慧物联网,L1::电子信息,Undirected,培养项目-一级学科,42,overall,移动智慧物联网,电子信息,
P::空天会聚工程,L1::机械,Undirected,培养项目-一级学科,85,overall,空天会聚工程,机械,
P::空天会聚工程,L1::电子信息,Undirected,培养项目-一级学科,76,overall,空天会聚工程,电子信息,
P::空天地海一体化韧性安全城市,L1::电子信息,Undirected,培养项目-一级学科,43,overall,空天地海一体化韧性安全城市,电子信息,
P::精密光学检测传感及智能光学成像技术与系统,L1::电子信息,Undirected,培养项目-一级学科,26,overall,精密光学检测传感及智能光学成像技术与系统,电子信息,
P::纪检监察,L1::法律,Undirected,培养项目-一级学科,29,overall,纪检监察,法律,
P::绿色养殖,L1::农业,Undirected,培养项目-一级学科,62,overall,绿色养殖,农业,
P::绿色化工与生物医药先进制造,L1::材料与化工,Undirected,培养项目-一级学科,189,overall,绿色化工与生物医药先进制造,材料与化工,
P::绿色化工与生物医药先进制造,L1::生物与医药,Undirected,培养项目-一级学科,53,overall,绿色化工与生物医药先进制造,生物与医药,
P::绿色石化、新材料与低碳技术,L1::材料与化工,Undirected,培养项目-一级学科,25,overall,绿色石化、新材料与低碳技术,材料与化工,
P::绿色石化、新材料与低碳技术,L1::能源动力,Undirected,培养项目-一级学科,10,overall,绿色石化、新材料与低碳技术,能源动力,
P::绿色能源材料与低碳技术,L1::材料与化工,Undirected,培养项目-一级学科,13,overall,绿色能源材料与低碳技术,材料与化工,
P::绿色能源材料与低碳技术,L1::能源动力,Undirected,培养项目-一级学科,12,overall,绿色能源材料与低碳技术,能源动力,
P::网络安全,L1::电子信息,Undirected,培养项目-一级学科,4,overall,网络安全,电子信息,
P::聚合物先进制造与高值循环,L1::材料与化工,Undirected,培养项目-一级学科,23,overall,聚合物先进制造与高值循环,材料与化工,
P::聚合物先进制造与高值循环,L1::生物与医药,Undirected,培养项目-一级学科,2,overall,聚合物先进制造与高值循环,生物与医药,
P::航天电子信息处理系统,L1::电子信息,Undirected,培养项目-一级学科,40,overall,航天电子信息处理系统,电子信息,
P::船舶与海洋工程,L1::土木水利,Undirected,培养项目-一级学科,5,overall,船舶与海洋工程,土木水利,
P::船舶与海洋工程,L1::机械,Undirected,培养项目-一级学科,6,overall,船舶与海洋工程,机械,
P::船舶与海洋工程,L1::电子信息,Undirected,培养项目-一级学科,4,overall,船舶与海洋工程,电子信息,
P::船舶与海洋工程,L1::能源动力,Undirected,培养项目-一级学科,2,overall,船舶与海洋工程,能源动力,
P::船舶与海洋工程,L1::资源与环境,Undirected,培养项目-一级学科,1,overall,船舶与海洋工程,资源与环境,
P::莫航联培,L1::机械,Undirected,培养项目-一级学科,8,overall,莫航联培,机械,
P::计量社会政策,L1::社会工作,Undirected,培养项目-一级学科,32,overall,计量社会政策,社会工作,
P::资产管理,L1::金融,Undirected,培养项目-一级学科,23,overall,资产管理,金融,
P::资源与环境（海洋）,L1::资源与环境,Undirected,培养项目-一级学科,18,overall,资源与环境（海洋）,资源与环境,
P::转化药学,L1::药学,Undirected,培养项目-一级学科,115,overall,转化药学,药学,
P::重庆研究院,L1::电子信息,Undirected,培养项目-一级学科,2,overall,重庆研究院,电子信息,
P::金融基础软件,L1::电子信息,Undirected,培养项目-一级学科,113,overall,金融基础软件,电子信息,
P::长三角智慧绿洲未来设计,L1::机械,Undirected,培养项目-一级学科,22,overall,长三角智慧绿洲未来设计,机械,
P::集成电路专项,L1::机械,Undirected,培养项目-一级学科,10,overall,集成电路专项,机械,
P::集成电路专项,L1::电子信息,Undirected,培养项目-一级学科,49,overall,集成电路专项,电子信息,
P::集成电路专项,L1::能源动力,Undirected,培养项目-一级学科,11,overall,集成电路专项,能源动力,
P::集成电路高端制造装备及其核心基础件,L1::机械,Undirected,培养项目-一级学科,35,overall,集成电路高端制造装备及其核心基础件,机械,
P::面向交通智能的嵌入式AI关键技术与平台,L1::机械,Undirected,培养项目-一级学科,1,overall,面向交通智能的嵌入式AI关键技术与平台,机械,
P::面向交通智能的嵌入式AI关键技术与平台,L1::电子信息,Undirected,培养项目-一级学科,40,overall,面向交通智能的嵌入式AI关键技术与平台,电子信息,
P::面向工业智能的机器学习关键技术与平台,L1::电子信息,Undirected,培养项目-一级学科,147,overall,面向工业智能的机器学习关键技术与平台,电子信息,
P::面向生命健康的高性能科学仪器和智能医疗设备,L1::电子信息,Undirected,培养项目-一级学科,30,overall,面向生命健康的高性能科学仪器和智能医疗设备,电子信息,
P::风光储功率变换装备和系统,L1::能源动力,Undirected,培养项目-一级学科,29,overall,风光储功率变换装备和系统,能源动力,
P::飞航智能技术与装备,L1::电子信息,Undirected,培养项目-一级学科,22,overall,飞航智能技术与装备,电子信息,
P::食品与发酵工程,L1::生物与医药,Undirected,培养项目-一级学科,41,overall,食品与发酵工程,生物与医药,
P::高性能聚烯烃材料,L1::材料与化工,Undirected,培养项目-一级学科,30,overall,高性能聚烯烃材料,材料与化工,
P::高效能电机系统及智能控制,L1::能源动力,Undirected,培养项目-一级学科,15,overall,高效能电机系统及智能控制,能源动力,
P::高新材料化学,L1::材料与化工,Undirected,培养项目-一级学科,17,overall,高新材料化学,材料与化工,
P::高新材料化学,L1::生物与医药,Undirected,培养项目-一级学科,5,overall,高新材料化学,生物与医药,
P::高端化学品先进制造,L1::材料与化工,Undirected,培养项目-一级学科,83,overall,高端化学品先进制造,材料与化工,
P::高端化学品先进制造,L1::生物与医药,Undirected,培养项目-一级学科,7,overall,高端化学品先进制造,生物与医药,
P::高端化学品智能设计与先进制造,L1::材料与化工,Undirected,培养项目-一级学科,14,overall,高端化学品智能设计与先进制造,材料与化工,
P::高端化学品智能设计与先进制造,L1::生物与医药,Undirected,培养项目-一级学科,6,overall,高端化学品智能设计与先进制造,生物与医药,
P::高端化学试剂与精细化学品,L1::材料与化工,Undirected,培养项目-一级学科,2,overall,高端化学试剂与精细化学品,材料与化工,
P::高端化学试剂与精细化学品,L1::生物与医药,Undirected,培养项目-一级学科,2,overall,高端化学试剂与精细化学品,生物与医药,
P::高端智能医疗装备,L1::电子信息,Undirected,培养项目-一级学科,25,overall,高端智能医疗装备,电子信息,
P::高端智能机电液装备,L1::机械,Undirected,培养项目-一级学科,28,overall,高端智能机电液装备,机械,
P::高端机电液装备,L1::机械,Undirected,培养项目-一级学科,54,overall,高端机电液装备,机械,
P::高端测试仪器与医疗装备,L1::电子信息,Undirected,培养项目-一级学科,42,overall,高端测试仪器与医疗装备,电子信息,
P::高端聚烯烃材料分子设计与智造,L1::材料与化工,Undirected,培养项目-一级学科,48,overall,高端聚烯烃材料分子设计与智造,材料与化工,
P::高端聚烯烃材料分子设计与高值化产品开发,L1::材料与化工,Undirected,培养项目-一级学科,10,overall,高端聚烯烃材料分子设计与高值化产品开发,材料与化工,
P::高端装备、智能制造与创新设计,L1::机械,Undirected,培养项目-一级学科,40,overall,高端装备、智能制造与创新设计,机械,
P::高端装备、智能制造与创新设计,L1::生物与医药,Undirected,培养项目-一级学科,22,overall,高端装备、智能制造与创新设计,生物与医药,
P::高端装备与安全,L1::电子信息,Undirected,培养项目-一级学科,28,overall,高端装备与安全,电子信息,
P::高端装备电机系统及智能控制,L1::能源动力,Undirected,培养项目-一级学科,69,overall,高端装备电机系统及智能控制,能源动力,
P::高端集成电路芯片设计与制造,L1::电子信息,Undirected,培养项目-一级学科,175,overall,高端集成电路芯片设计与制造,电子信息,
P::高能电磁攻防装备与系统,L1::能源动力,Undirected,培养项目-一级学科,20,overall,高能电磁攻防装备与系统,能源动力,
